user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
494,25.0,1,1,2,0,0,0,0,0,0,0,4,0,0,4,3,1,5,8,4,0,1,1,0,0,16185.714285714286,24750.0,0.6071428571428571,0.39285714285714285,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.42857142857142855,0.2857142857142857,1
495,25.0,0,1,1,2,0,1,2,0,0,0,4,3,3,9,15,6,8,14,23,14,16,19,3,0,17953.571428571428,22982.14285714286,0.5357142857142857,0.4642857142857143,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.2857142857142857,0.42857142857142855,3
496,20.0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,33453.57142857143,7482.142857142857,0.7857142857142857,0.21428571428571427,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.5714285714285714,0.14285714285714285,1
497,23.0,1,2,3,0,0,0,2,0,0,0,3,1,3,2,3,0,6,8,0,0,0,0,0,0,32200.0,8735.714285714286,0.7857142857142857,0.21428571428571427,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.6071428571428571,0.10714285714285714,1
498,27.0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,0,6,11,3,0,1,0,0,0,13239.285714285714,27696.428571428572,0.42857142857142855,0.5714285714285714,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.2857142857142857,0.42857142857142855,1
499,27.0,1,2,0,0,2,0,2,0,0,0,3,1,0,3,2,2,2,12,7,2,2,0,0,1,22442.85714285714,18492.85714285714,0.6071428571428571,0.39285714285714285,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.42857142857142855,0.2857142857142857,1
500,22.0,1,3,3,0,1,1,2,1,0,0,7,4,1,4,6,2,9,15,8,7,7,8,1,0,20235.714285714286,20700.0,0.6785714285714286,0.32142857142857145,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.4642857142857143,0.25,3
501,30.0,0,3,0,2,1,0,1,0,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,40546.42857142857,389.2857142857143,0.9642857142857143,0.03571428571428571,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.7142857142857143,0.0,1
502,24.0,0,1,1,1,2,1,1,0,0,0,6,2,2,7,8,6,0,0,0,0,0,0,0,0,32117.85714285714,8817.857142857143,0.8928571428571429,0.10714285714285714,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.6428571428571429,0.07142857142857142,3
503,24.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26714.285714285714,14221.42857142857,0.6428571428571429,0.35714285714285715,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5357142857142857,0.17857142857142858,1
504,24.0,1,3,1,0,0,0,1,0,0,0,6,1,0,6,4,0,7,11,2,1,0,0,0,0,36225.0,4710.714285714285,0.8928571428571429,0.10714285714285714,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.6785714285714286,0.03571428571428571,1
505,23.0,0,3,2,1,1,0,2,1,0,0,4,0,1,1,0,0,3,1,1,0,0,0,0,0,25546.428571428572,15389.285714285714,0.7142857142857143,0.2857142857142857,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5714285714285714,0.14285714285714285,1
506,26.0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,6,2,0,0,0,0,26417.85714285714,14517.857142857143,0.75,0.25,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.5,0.21428571428571427,1
507,20.0,0,2,2,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,20675.0,20260.714285714286,0.4642857142857143,0.5357142857142857,0.0,0.0,0,0,0.07142857142857142,0.17857142857142858,0.42857142857142855,0.2857142857142857,1
508,22.0,1,1,2,1,2,1,2,0,0,0,2,3,2,3,2,2,3,5,3,1,1,0,0,0,38132.142857142855,2803.5714285714284,0.8571428571428571,0.14285714285714285,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.6428571428571429,0.07142857142857142,1
509,25.0,0,3,3,1,0,0,1,0,0,0,5,1,0,1,0,0,1,3,1,0,0,0,0,0,19889.285714285714,21046.428571428572,0.6071428571428571,0.39285714285714285,0.0,0.0,0,0,0.10714285714285714,0.14285714285714285,0.4642857142857143,0.25,1
510,23.0,0,3,3,0,1,1,1,0,0,0,1,0,1,5,0,0,0,2,5,0,0,2,0,0,22885.714285714286,18050.0,0.6785714285714286,0.32142857142857145,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5,0.21428571428571427,1
511,28.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,31657.14285714286,9278.57142857143,0.7857142857142857,0.21428571428571427,0.0,0.0,0,0,0.25,0.0,0.5,0.21428571428571427,1
512,39.0,1,2,3,1,1,1,1,0,0,0,5,0,0,3,2,3,6,12,4,2,5,5,0,0,25828.571428571428,15107.142857142857,0.5357142857142857,0.4642857142857143,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.39285714285714285,0.32142857142857145,3
