user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
1018,21.0,1,3,3,2,2,1,2,1,0,0,1,2,1,0,0,1,1,1,1,0,0,0,0,0,12933.88,16411.88,0.22,0.54,0.12,0.2,0.0,0.0,0.08,0.28,0.3,0.48,4
1019,22.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,17251.76,12094.0,0.54,0.22,0.2,0.12,0.0,0.0,0.2,0.16,0.6,0.18,4
1020,26.0,1,3,3,1,2,1,2,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,5258.0,24087.76,0.06,0.7,0.08,0.24,0.0,0.0,0.04,0.32,0.1,0.68,4
1021,23.0,1,3,1,2,0,0,2,1,0,0,4,0,0,3,5,1,4,7,1,0,0,0,0,0,6987.98,22357.78,0.18,0.58,0.08,0.24,0.0,0.0,0.06,0.3,0.2,0.58,4
1022,25.0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1879.98,27465.78,0.08,0.68,0.02,0.3,0.0,0.0,0.04,0.32,0.06,0.72,4
1023,23.0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,5,1,3,4,2,0,0,0,0,0,7509.98,21835.78,0.1,0.66,0.04,0.28,0.0,0.0,0.02,0.34,0.12,0.66,4
1024,56.0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3126.0,26219.76,0.1,0.66,0.08,0.24,0.0,0.0,0.06,0.3,0.12,0.66,4
1025,24.0,0,4,3,2,2,1,2,1,0,1,8,7,4,12,13,7,10,22,33,13,14,14,1,1,18429.9,10915.86,0.48,0.28,0.18,0.14,0.0,0.0,0.1,0.26,0.54,0.24,4
1026,22.0,0,0,1,0,0,0,1,0,0,0,6,3,5,7,4,1,11,20,11,6,8,12,0,0,16213.550458715596,7258.678899082569,0.47706422018348627,0.1926605504587156,0.46788990825688076,0.09174311926605505,0.01834862385321101,0.0,0.27522935779816515,0.12844036697247707,0.6513761467889908,0.1926605504587156,4
1027,22.0,0,1,1,0,0,0,0,0,0,0,6,3,1,8,7,0,9,21,14,6,8,11,0,0,9573.82,19771.94,0.28,0.48,0.16,0.16,0.0,0.0,0.1,0.26,0.34,0.44,4
